Title,Date,Category,Link
"Indictment of Joseph Bye, Sara Lapointe, and Kimberly Patterson","November 7, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/indictment-of-joseph-bye-sara-lapointe-and-kimberly-patterson/
Second Owner Of Fresno Sleep Clinic Pleads Guilty To Submitting Over $1.5 Million In Fraudulent Claims To Medicare And Medi-Cal For Sleep Studies,"November 6, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/second-owner-of-fresno-sleep-clinic-pleads-guilty-to-submitting-over-15-million-in-fraudulent-claims-to-medicare-and-medi-cal-for-sleep-studies/
Grosse Pointe Park Pharmacist Convicted On Drug Charges,"November 6, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/grosse-pointe-park-pharmacist-convicted-on-drug-charges/
"Doctor Pleads Guilty To Unlawful Drug Distribution, False Statement To Medicare, And Paycheck Protection Program Fraud","November 6, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-pleads-guilty-to-unlawful-drug-distribution-false-statement-to-medicare-and-paycheck-protection-program-fraud/
"Snellville Doctor Pays $225,000 To Resolve Allegations For Improper Billing","November 6, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/snellville-doctor-pays-225000-to-resolve-allegations-for-improper-billing/
Attorney General Alan Wilson Announces Edgefield Nursing Facility Housekeeper Charged With Stealing From Resident,"November 6, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-edgefield-nursing-facility-housekeeper-charged-with-stealing-from-resident/
Sharon Naylor Sentenced For Her Role In Operating Pill Mill,"November 3, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/sharon-naylor-sentenced-for-her-role-in-operating-pill-mill/
Graybill Medical Group Agreed to Pay $1 Million for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Incident-to Services Not Covered and for Service by Uncredentialed Providers,"November 3, 2023",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/graybill-medical-group-agreed-to-pay-1-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-incident-to-services-not-covered-and-for-service-by-uncredentialed-providers/
AG Moody’s MFCU Investigators Uncover Medicaid Fraud Scheme Impacting Thousands Leading To Arrest Of Florida Dentist And Husband,"November 3, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-moodys-mfcu-investigators-uncover-medicaid-fraud-scheme-impacting-thousands-leading-to-arrest-of-florida-dentist-and-husband/
"North Chandler Place Agreed to Pay $86,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","November 2, 2023",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/north-chandler-place-agreed-to-pay-86000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Former Employee of Care Facility Sentenced for Criminal Negligence of a Vulnerable Adult,"November 2, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-employee-of-care-facility-sentenced-for-criminal-negligence-of-a-vulnerable-adult/
Owner of Indian Marketing Company Admits Role in $11.5 Million Health Care Fraud and Kickback Scheme,"November 2, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-indian-marketing-company-admits-role-in-115-million-health-care-fraud-and-kickback-scheme/
Florida Laboratory Agrees to Pay Over $1.1 Million to Settle Kickback Allegations,"November 2, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/httpswwwjusticegovopaprflorida-laboratory-agrees-pay-over-11-million-settle-kickback-allegations/
Western PA. Nurse Charged With Additional Crimes For Administering Excessive Doses Of Insulin To 19 More Patients,"November 2, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/western-pa-nurse-charged-with-additional-crimes-for-administering-excessive-doses-of-insulin-to-19-more-patients/
Attorney General Alan Wilson announces Greenville Co. man charged with stealing from assisted living facility resident,"November 2, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-greenville-co-man-charged-with-stealing-from-assisted-living-facility-resident/
Bay Area Doctor Convicted Of Health Care Fraud And Kickback Scheme For Referrals To Medicare-Funded Home Health Services,"November 1, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/bay-area-doctor-convicted-of-health-care-fraud-and-kickback-scheme-for-referrals-to-medicare-funded-home-health-services/
Four Toledo Area Individuals Sentenced for Healthcare Fraud Scheme,"November 1, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/four-toledo-area-individuals-sentenced-for-healthcare-fraud-scheme/
Pelham Manor Man Charged With Health Care Fraud And Kickback Scheme,"October 31, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pelham-manor-man-charged-with-health-care-fraud-and-kickback-scheme/
Drugmaker Nostrum and CEO Agree to Pay Up to $50 Million to Resolve Claims of Underpaying Rebates Owed Under Medicaid Drug Rebate Program,"October 30, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/drugmaker-nostrum-and-ceo-agree-to-pay-up-to-50-million-to-resolve-claims-of-underpaying-rebates-owed-under-medicaid-drug-rebate-program/
Veteran Pleads Guilty To Theft Of Government Money And Providing False Statements,"October 30, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/veteran-pleads-guilty-to-theft-of-government-money-and-providing-false-statements/
Drugmaker Nostrum and Its CEO Agree to Pay Up to $50 Million to Settle False Claims Act Claims for Underpaying Rebates Owed Under Medicaid Drug Rebate Program,"October 30, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/drugmaker-nostrum-and-its-ceo-agree-to-pay-up-to-50-million-to-settle-false-claims-act-claims-for-underpaying-rebates-owed-under-medicaid-drug-rebate-program/
Tampa Pain Management Physician Edward Lubin Agrees To Pay $1.5 Million To Settle False Claims Act Liability For Receiving Bribes And Writing Unnecessary Fentanyl Prescriptions,"October 27, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/tampa-pain-management-physician-edward-lubin-agrees-to-pay-15-million-to-settle-false-claims-act-liability-for-receiving-bribes-and-writing-unnecessary-fentanyl-prescriptions/
Farmington Hills Psychotherapy Clinic Owner Sentenced for Health Care Fraud Conspiracy Charges,"October 26, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/farmington-hills-psychotherapy-clinic-owner-sentenced-for-health-care-fraud-conspiracy-charges/
Suffolk Man Pleads Guilty to $2M Medicare Fraud,"October 26, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/suffolk-man-pleads-guilty-to-2m-medicare-fraud/
Putnam Community Medical Center Of North Florida Agrees To Pay One Million Dollars To Settle False Claims Liability Related To Its Former Sleep Center,"October 26, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/putnam-community-medical-center-of-north-florida-agrees-to-pay-one-million-dollars-to-settle-false-claims-liability-related-to-its-former-sleep-center/
Former Executive at Medicare Advantage Organization Charged for Multimillion-Dollar Medicare Fraud Scheme,"October 26, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-executive-at-medicare-advantage-organization-charged-for-multimillion-dollar-medicare-fraud-scheme/
Man Convicted of $55M Fraud Scheme,"October 26, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/man-convicted-of-55m-fraud-scheme/
Psychiatrist Convicted of Billing Medicare and Private Insurance Companies for Services Never Rendered,"October 25, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/psychiatrist-convicted-of-billing-medicare-and-private-insurance-companies-for-services-never-rendered/
Pharmacist and Clinic Owner Sentenced for $6M Pill Mill Scheme,"October 25, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacist-and-clinic-owner-sentenced-for-6m-pill-mill-scheme/
"Metairie Doctor Pleads Guilty in $5,600,000 Medicare Fraud Scheme","October 24, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/metairie-doctor-pleads-guilty-in-5600000-medicare-fraud-scheme/
"Chesapeake Hospital Authority Agreed to Pay $179,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Excessive Payments for Physician Services and Unsupported Payments for Medical Director Services","October 24, 2023",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/chesapeake-hospital-authority-agreed-to-pay-179000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-excessive-payments-for-physician-services-and-unsupported-payments-for-medical-director-services/
"PromptCare Home Infusion Agreed to Pay $966,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Commissions for Marketing Services","October 24, 2023",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/promptcare-home-infusion-agreed-to-pay-966000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-commissions-for-marketing-services/
"VIZIA Diagnostics Agreed to pay $701,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims that Identified the Incorrect Rendering Provider","October 24, 2023",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/vizia-diagnostics-agreed-to-pay-701000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-that-identified-the-incorrect-rendering-provider/
Nurse Practitioner Pleads Guilty to $6.1 Million Health Care Fraud Conspiracy in Idaho,"October 23, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nurse-practitioner-pleads-guilty-to-61-million-health-care-fraud-conspiracy-in-idaho/
"Attorney General’s Medicaid Fraud and Vulnerable Victims Unit Secures a $932,000 Settlement with Baltimore Medical Supply Company","October 23, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-generals-medicaid-fraud-and-vulnerable-victims-unit-secures-a-932000-settlement-with-baltimore-medical-supply-company/
"Alexander Gerbakher, DMD, and Alexander Gerbakher, D.M.D., Corp. Agreed to Pay $65,000 and Be Excluded for Seven Years for Allegedly Violating the Civil Monetary Penalties Law by Submitting False Claims to Medicare","October 20, 2023",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/alexander-gerbakher-dmd-and-alexander-gerbakher-dmd-corp-agreed-to-pay-65000-and-be-excluded-for-seven-years-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-false-claims-to-medicare/
Imperial Valley Doctor Sentenced for Years-Long Use of Unapproved Cosmetic Drugs,"October 20, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/imperial-valley-doctor-sentenced-for-years-long-use-of-unapproved-cosmetic-drugs/
10 Defendants Indicted For Operating $20 Million Black Market HIV Medication Fraud Scheme,"October 20, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/10-defendants-indicted-for-operating-20-million-black-market-hiv-medication-fraud-scheme/
"Former Nurse Practitioner Sentenced to Jail, Fined for Illegal Drug Conspiracy","October 20, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-nurse-practitioner-sentenced-to-jail-fined-for-illegal-drug-conspiracy/
"Arete Anesthesia Agreed to Pay $57,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual","October 20, 2023",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/arete-anesthesia-agreed-to-pay-57000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/
Attorney General Raoul Obtains Prison Sentences In Cook County Medicaid Fraud Case,"October 19, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-raoul-obtains-prison-sentences-in-cook-county-medicaid-fraud-case/
Silicon Valley Executive Sentenced for Defrauding Investors and Participating in COVID-19 and Allergy Testing Scheme,"October 18, 2023",COVID-19,https://oig.hhs.gov/fraud/enforcement/silicon-valley-executive-sentenced-for-defrauding-investors-and-participating-in-covid-19-and-allergy-testing-scheme/
"Jena Medical Group, LLC, Its Principals And Physician Agree To Pay Over $1.7 Million To Settle False Claims Act Liability For Improperly Performed Procedures","October 18, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/jena-medical-group-llc-its-principals-and-physician-agree-to-pay-over-17-million-to-settle-false-claims-act-liability-for-improperly-performed-procedures/
"Lebanon Nurse Arrested, Accused of Improperly Prescribing Medications","October 18, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/lebanon-nurse-arrested-accused-of-improperly-prescribing-medications/
"Heaven Sent Helpers, LLC Agreed to Pay $115,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","October 17, 2023",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/heaven-sent-helpers-llc-agreed-to-pay-115000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Middle District Of Florida Task Force Continues To Combat COVID19 Fraud,"October 17, 2023",COVID-19,https://oig.hhs.gov/fraud/enforcement/middle-district-of-florida-task-force-continues-to-combat-covid19-fraud/
"Exagen Inc. Agrees to Pay $653,143 to Resolve Allegations of Kickback Violations","October 17, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/exagen-inc-agrees-to-pay-653143-to-resolve-allegations-of-kickback-violations/
"Floyd County Company Agrees to Pay $200,000 to Resolve Allegations of Fraudulent Billing for Respiratory Devices","October 17, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/floyd-county-company-agrees-to-pay-200000-to-resolve-allegations-of-fraudulent-billing-for-respiratory-devices/
AG Campbell Announces More Than $2.5 Million In Fraud Settlements With Two Autism Services Providers,"October 17, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-campbell-announces-more-than-25-million-in-fraud-settlements-with-two-autism-services-providers/
United Medical Response and Derrick Isham Agreed to Be Excluded for 5 Years for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Covered by the SNF Consolidated Billing Payment,"October 16, 2023",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/united-medical-response-and-derrick-isham-agreed-to-be-excluded-for-5-years-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-covered-by-the-snf-consolidated-billing-payment/
"Valley of the Sun Home Healthcare, LLC Agreed to Pay $21,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","October 16, 2023",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/valley-of-the-sun-home-healthcare-llc-agreed-to-pay-21000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"Riverside Medical Group and Riverside Shore Memorial Hospital Agreed to Pay $527,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Medically Unnecessary or Upcoded Services","October 16, 2023",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/riverside-medical-group-and-riverside-shore-memorial-hospital-agreed-to-pay-527000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-medically-unnecessary-or-upcoded-services/
"The Meadows of Fall River Agreed to Pay $80,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","October 16, 2023",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/the-meadows-of-fall-river-agreed-to-pay-80000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"Holy Cross Hospital Agreed to Pay $85,000 for Allegedly Violating Patient Dumping Statute by Failing to Provide an Appropriate Medical Screening Examination","October 15, 2023",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/holy-cross-hospital-agreed-to-pay-85000-for-allegedly-violating-patient-dumping-statute-by-failing-to-provide-an-appropriate-medical-screening-examination/
Former Nursing Home Worker Charged with Wire Fraud in “Ghost” Employee Fraud Scheme,"October 13, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-nursing-home-worker-charged-with-wire-fraud-in-ghost-employee-fraud-scheme/
"Attorney General’s Medicaid Fraud Control Unit Leads Effort To Recoup $477,000 In Medicaid, Veterans Overpayments","October 13, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-generals-medicaid-fraud-control-unit-leads-effort-to-recoup-477000-in-medicaid-veterans-overpayments/
California Man Sentenced To Federal Prison For Role In Health Care Kickback Conspiracy,"October 12, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/california-man-sentenced-to-federal-prison-for-role-in-health-care-kickback-conspiracy-2/
Georgia Doctor Ordered To Pay $27 Million For Submitting False Claims To Medicare,"October 12, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/georgia-doctor-ordered-to-pay-27-million-for-submitting-false-claims-to-medicare/
"Donna M. Barker, NP Agreed to Pay $50,000 and Be Excluded for 18 Years for Allegedly Violating the Civil Monetary Penalties Law by Receiving Remuneration in Exchange for Ordering Durable Medical Equipment","October 11, 2023",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/donna-m-barker-np-agreed-to-pay-50000-and-be-excluded-for-18-years-for-allegedly-violating-the-civil-monetary-penalties-law-by-receiving-remuneration-in-exchange-for-ordering-durable-medical-equipment/
Compounding Pharmacy Owner Sentenced To 18 Months And Over $6 Million In Restitution,"October 11, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/compounding-pharmacy-owner-sentenced-to-18-months-and-over-6-million-in-restitution/
Twenty Defendants Arrested For $5 Million Medicaid Transportation Fraud Scheme,"October 11, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/twenty-defendants-arrested-for-5-million-medicaid-transportation-fraud-scheme/
"Essex County Financial Advisor Indicted in Alleged Theft of More Than $75,000 from 90-Year-Old Victim","October 11, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/essex-county-financial-advisor-indicted-in-alleged-theft-of-more-than-75000-from-90-year-old-victim/
New York Man Admits Role in $127 Million Health Care Fraud and Kickback Scheme,"October 10, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/new-york-man-admits-role-in-127-million-health-care-fraud-and-kickback-scheme/
Cardiac Imaging Company And Founder To Pay Historic $85M Settlement,"October 10, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/cardiac-imaging-company-and-founder-to-pay-historic-85m-settlement/
Man Convicted in $67M “Doctor Chase” Genetic Testing Fraud Scheme,"October 10, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/man-convicted-in-67m-doctor-chase-genetic-testing-fraud-scheme/
Mobile Cardiac PET Scan Provider and Founder to Pay $85 Million to Resolve Allegedly Unlawful Payments to Referring Doctors,"October 10, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/mobile-cardiac-pet-scan-provider-and-founder-to-pay-85-million-to-resolve-allegedly-unlawful-payments-to-referring-doctors/
Attorney General Alan Wilson Announces Laurens Man Charged With Exploiting Vulnerable Adult,"October 10, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-laurens-man-charged-with-exploiting-vulnerable-adult/
Telemedicine Nurse Practitioner Charged with $7.8 Million Durable Medical Equipment Fraud Scheme,"October 6, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/telemedicine-nurse-practitioner-charged-with-78-million-durable-medical-equipment-fraud-scheme/
"Metairie Doctor Charged in $5,6000,000 Medicare Fraud Scheme","October 6, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/metairie-doctor-charged-in-56000000-medicare-fraud-scheme/
Woman Pleads Guilty to $359M Fraud Involving Claims for Unnecessary Respiratory Tests Submitted with COVID-19 Tests,"October 5, 2023",COVID-19,https://oig.hhs.gov/fraud/enforcement/woman-pleads-guilty-to-359m-fraud-involving-claims-for-unnecessary-respiratory-tests-submitted-with-covid-19-tests/
Husband And Wife Sent To Prison For $8M Health Care Fraud,"October 5, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/husband-and-wife-sent-to-prison-for-8m-health-care-fraud/
Laredo Ophthalmologist Charged In Repetitive Harmful Eye Procedure Fraud Scheme,"October 5, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/laredo-ophthalmologist-charged-in-repetitive-harmful-eye-procedure-fraud-scheme/
Pharmacy Owner Pleads Guilty to $25M Health Care Fraud Scheme,"October 5, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacy-owner-pleads-guilty-to-25m-health-care-fraud-scheme/
"Fairview Urgent Care Agreed to Pay $73,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims that Incorrectly Identified the Rendering Provider","October 5, 2023",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/fairview-urgent-care-agreed-to-pay-73000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-that-incorrectly-identified-the-rendering-provider/
"Brockton-Based Mental Health Provider Agrees To $700,000 Settlement To Resolve MassHealth Fraud Allegations","October 5, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/brockton-based-mental-health-provider-agrees-to-700000-settlement-to-resolve-masshealth-fraud-allegations/
"Chesterfield Woman Sentenced for Defrauding Medicaid of More than $200,000","October 4, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/chesterfield-woman-sentenced-for-defrauding-medicaid-of-more-than-200000/
Trinidad National Sentenced To Seven Years In Federal Prison For Stealing Identity And Applying For Passport In Name Of Disabled Veteran,"October 4, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/trinidad-national-sentenced-to-seven-years-in-federal-prison-for-stealing-identity-and-applying-for-passport-in-name-of-disabled-veteran/
Imperial County Dentist and Former Office Manager Plead Guilty in Multi-Million Dollar Medicare Fraud,"October 4, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/imperial-county-dentist-and-former-office-manager-plead-guilty-in-multi-million-dollar-medicare-fraud/
AG Platkin Sues Fresenius Vascular Care After Vulnerable Kidney Dialysis Patients Are Allegedly Subjected to Unnecessary Surgeries in Fraud Scheme,"October 4, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-platkin-sues-fresenius-vascular-care-after-vulnerable-kidney-dialysis-patients-are-allegedly-subjected-to-unnecessary-surgeries-in-fraud-scheme/
"Hoag Clinic Agreed to Pay $204,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services that Were Not Medically Necessary or Incorrectly Billed","October 3, 2023",COVID-19,https://oig.hhs.gov/fraud/enforcement/hoag-clinic-agreed-to-pay-204000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-that-were-not-medically-necessary-or-incorrectly-billed/
Owners of Mobile Phlebotomy Company Each Sentenced to 15 Months in Prison for Medicare Fraud,"October 3, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owners-of-mobile-phlebotomy-company-each-sentenced-to-15-months-in-prison-for-medicare-fraud/
Convicted Lab Owner Ordered To Forfeit Over $187 Million In Health Care Fraud Proceeds,"October 3, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/convicted-lab-owner-ordered-to-forfeit-over-187-million-in-health-care-fraud-proceeds/
Three Individuals Convicted In $93M Home Health Fraud And Money Laundering Scheme,"October 3, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/three-individuals-convicted-in-93m-home-health-fraud-and-money-laundering-scheme/
"Salemtowne Agreed to Pay $10,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual","October 3, 2023",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/salemtowne-agreed-to-pay-10000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/
Attorney General James Sues Fresenius Vascular Care For Subjecting Vulnerable Patients To Unnecessary Surgeries,"October 3, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-sues-fresenius-vascular-care-for-subjecting-vulnerable-patients-to-unnecessary-surgeries/
"South Carolina Physician & Nephrology Practice Agree to Pay Over $585,000 to Settle Laboratory Kickback Allegations","October 2, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/south-carolina-physician-nephrology-practice-agree-to-pay-over-585000-to-settle-laboratory-kickback-allegations/
Genomic Health Inc. Agrees to Pay $32.5 Million to Resolve Allegations Relating to the Submission of False Claims for Genetic Cancer Screening Tests,"October 2, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/genomic-health-inc-agrees-to-pay-325-million-to-resolve-allegations-relating-to-the-submission-of-false-claims-for-genetic-cancer-screening-tests/
"United States Settles Kickback Allegations with BioTek reMEDys Inc., Chaitanya Gadde and Dr. David Tabby","October 2, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-settles-kickback-allegations-with-biotek-remedys-inc-chaitanya-gadde-and-dr-david-tabby/
"Attorney General Moody Announces Arrests Of Miami Health Care Workers For Paying Kickbacks Resulting In More Than $100,000 In Medicaid Fraud","October 2, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-moody-announces-arrests-of-miami-health-care-workers-for-paying-kickbacks-resulting-in-more-than-100000-in-medicaid-fraud/
Cigna Group to Pay $172 Million to Resolve False Claims Act Allegations,"September 30, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/cigna-group-to-pay-172-million-to-resolve-false-claims-act/
United States Reaches $37 Million Settlement Of Fraud Lawsuit Against Cigna For Submitting False And Invalid Diagnosis Codes To Artificially Inflate Its Medicare Advantage Payments,"September 30, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-reaches-37-million-settlement-of-fraud-lawsuit-against-cigna-for-submitting-false-and-invalid-diagnosis-codes-to-artificially-inflate-its-medicare-advantage-payments/
Cigna Group to Pay $172 Million to Resolve False Claims Act Allegations,"September 30, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/cigna-group-to-pay-172-million-to-resolve-false-claims-act-allegations/
Federal Jury Convicts Helena Woman Of Lying About Income To Receive Government Assistance Benefits,"September 29, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/federal-jury-convicts-helena-woman-of-lying-about-income-to-receive-government-assistance-benefits/
Behavioral Services Healthcare Provider and its Owner Settle False Claims Act Allegations,"September 29, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/behavioral-services-healthcare-provider-and-its-owner-settle-false-claims-act-allegations/
Former Chief Operating Officer of Area Pain Clinics Indicted,"September 29, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-chief-operating-officer-of-area-pain-clinics-indicted/
"South Carolina Physician and Nephrology Practice Agree to Pay Over $585,000 to Settle Laboratory Kickback Allegations","September 29, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/south-carolina-physician-and-nephrology-practice-agree-to-pay-over-585000-to-settle-laboratory-kickback-allegations/
Orange County Doctor Of Osteopathy Indicted In Quarter Billion Dollar Fraud Targeting Pandemic Program For Uninsured Patients,"September 28, 2023",COVID-19,https://oig.hhs.gov/fraud/enforcement/orange-county-doctor-of-osteopathy-indicted-in-quarter-billion-dollar-fraud-targeting-pandemic-program-for-uninsured-patients/
Hospice Medical Director Sentenced For $150 Million Hospice Fraud Scheme,"September 28, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/hospice-medical-director-sentenced-for-150-million-hospice-fraud-scheme/
